[[177147,x^4+2*x^3+2*x^2+x],
[33174672984,2*x^4+21*x^3+9*x^2+x],
[33174672984,2*x^4+3*x^3+3*x^2-x],
[33264270000,x^4+3*x^3-7*x^2+x],
[33264270000,x^4+7*x^3+3*x^2-x],
[33319382400,2*x^4+6*x^3+2*x^2+x],
[33748629264,3*x^4+9*x^3-10*x^2-7*x-1],
[33901369344,2*x^4+2*x^3-5*x^2+2*x],
[33901369344,2*x^4+2*x^3+x^2+2*x+1],
[33901369344,2*x^4+31*x^3+120*x^2-x],
[33901369344,2*x^4+3*x^3-x^2-x+1],
[33901369344,2*x^4+x^3-3*x^2-3*x-1],
[33901369344,2*x^4+x^3+4*x^2+x],
[34243715763,x^4+11*x^3-6*x^2+x],
[34243715763,x^4+2*x^3-x^2-9*x+7],
[34295659200,4*x^4+5*x^3-5*x^2-3*x+2],
[34295659200,4*x^4+7*x^3+11*x^2+7*x+4],
[34451725707,9*x^4+13*x^3-14*x^2-17*x-4],
[34451725707,9*x^4+178*x^3-121*x^2+27*x-2],
[34451725707,x^4+12*x^3+6*x^2+x],
[34451725707,x^4-2*x^2-3*x-2],
[34451725707,x^4+2*x^3+6*x^2+5*x+1],
[34451725707,x^4+2*x^3-9*x+6],
[34451725707,x^4+2*x^3+x+2],
[34451725707,x^4+x^3-3*x^2+x+1],
[34556951025,3*x^4+4*x^3-x^2-x+1],
[34556951025,3*x^4+x^2-x],
[34556951025,3*x^4+x^3-2*x^2+x],
[34635938904,2*x^4+3*x^3-5*x^2+x],
[34635938904,2*x^4+x^3-8*x^2+6*x-1],
[34712623872,x^4+10*x^3-9*x^2+2*x],
[34712623872,x^4+18*x^3+21*x^2+8*x+1],
[34712623872,x^4+2*x^3-3*x^2+1],
[34712623872,x^4+2*x^3+3*x^2-2*x],
[34712623872,x^4+36*x^3+33*x^2+10*x+1],
[34712623872,x^4-3*x^2-2*x+1],
[34712623872,x^4+3*x^2-4*x+1],
[34712623872,x^4+3*x^3-x+1],
[34712623872,x^4+x^3-3*x+1],
[34828517376,12*x^4+14*x^3-2*x^2-7*x-2],
[34828517376,12*x^4+14*x^3+6*x^2+x],
[35080459776,2*x^4+2*x^3+3*x^2-x],
[35080459776,8*x^4+15*x^3+7*x^2+x],
[35080459776,8*x^4+9*x^3+x^2-x],
[35101146609,3*x^4+10*x^3-3*x^2-5*x-1],
[35101146609,3*x^4+37*x^3+33*x^2+10*x+1],
[35101146609,3*x^4+4*x^3-x^2-x],
[35101146609,3*x^4+5*x^3-x],
[35141536125,15*x^4+22*x^3+5*x^2-5*x-2],
[35141536125,15*x^4+29*x^3+23*x^2+8*x+1],
[35607039075,x^4+49*x^3+14*x^2+x],
[35607039075,x^4-7*x^2-x],
[35607039075,x^4+7*x^3-x],
[35925411600,3*x^4+19*x^3+17*x^2-2*x-4],
[35925411600,3*x^4+5*x^3-5*x^2-6*x+4],
[36279705600,2*x^4+10*x^3+7*x^2-12*x+3],
[36279705600,2*x^4+11*x^2+15],
[36279705600,2*x^4+4*x^3-11*x^2-6*x+12],
[36279705600,2*x^4+8*x^3+x^2-14*x+6],
[36279705600,8*x^4+65*x^3+16*x^2+x],
[36673857675,x^4+2*x^3+20*x^2+19*x+90],
[36886886784,2*x^4+4*x^3-x^2+x],
[36889110963,x^4+4*x^3-7*x^2+x],
[36996973803,x^4+12*x^3-16*x^2+7*x-1],
[36996973803,x^4+2*x^2-x-1],
[36996973803,x^4+3*x^3-7*x^2+5*x-1],
[36996973803,x^4+4*x^3+2*x^2-3*x+3],
[36996973803,x^4+4*x^3+8*x^2-x],
[36996973803,x^4+5*x^3+2*x^2-4*x+1],
[36996973803,x^4+8*x^3-4*x^2+x],
[36996973803,x^4+x^3-2*x^2-1],
[37050964272,x^4+x^3+3*x^2+4*x+2],
[37701920448,x^4+x^3+5*x^2+6*x+2],
[37701920448,x^4+x^3-x^2-2*x+2],
[38116365696,2*x^4+8*x^3+4*x^2+x],
[38170218384,3*x^4+5*x^3+5*x^2+x],
[38443359375,5*x^4+10*x^3+10*x^2+5*x+1],
[38523587283,x^4+13*x^3+37*x^2-42*x-47],
[38523587283,x^4+2*x^3-3*x^2+3*x-1],
[38523587283,x^4+4*x^3+x^2-3*x+1],
[38523587283,x^4+6*x^3-9*x^2+5*x-1],
[38523587283,x^4+7*x^2-x],
[38523587283,x^4+7*x^3+x],
[38523587283,x^4+x^3-2*x^2+x+4],
[38523587283,x^4+x^3-x-2],
[38799444528,x^4+5*x^3+3*x^2-8*x+2],
[38799444528,x^4+x^3-12*x^2-7*x-1],
[39020838912,4*x^4+2*x^3-4*x^2-4*x-1],
[39020838912,4*x^4+4*x^3+2*x^2+x],
[39020838912,4*x^4+4*x^3-x],
[39020838912,4*x^4+6*x^3+6*x^2+4*x+1],
[39020838912,4*x^4+8*x^3+4*x^2+x],
[39020838912,4*x^4+8*x^3-6*x^2+x],
[39020838912,4*x^4+8*x^3+6*x^2+x],
[39182082048,6*x^4-5*x^2+1],
[39182082048,6*x^4+5*x^2+1],
[39208693464,2*x^4+5*x^3-3*x^2-7*x+6],
[39208693464,2*x^4+7*x^3+3*x^2+x],
[39298467627,x^4+4*x^3+4*x^2-9*x+3],
[39366000000,2*x^4-3*x^2-3*x-1],
[39373400808,14*x^4+25*x^3+15*x^2+3*x],
[39744720603,x^4+2*x^3+2*x^2+x+2],
[39856677507,x^4+2*x^3+7*x^2-x],
[39856677507,x^4+2*x^3-x^2+x-1],
[39856677507,x^4+33*x^3+38*x^2+15*x+2],
[39856677507,x^4+3*x^3-2*x^2-3*x+2],
[39856677507,x^4+6*x^3-5*x^2-x+1],
[39856677507,x^4+7*x^3-2*x^2+x],
[39912715008,x^4+2*x^3-x^2-1],
[39912715008,x^4+3*x^3-4*x^2+2*x],
[39912715008,x^4+4*x^3-7*x^2+4*x-1],
[39912715008,x^4+6*x^3+5*x^2+2*x],
[39912715008,x^4+7*x^3+8*x^2-14*x+8],
[39912715008,x^4+x^2-2*x-1],
[39968791875,x^4+3*x^3-7*x^2+3],
[39968791875,x^4+8*x^3-7*x^2+x],
[40028273901,7*x^4+14*x^3+6*x^2-x],
[40190225625,3*x^4+2*x^3+x],
[40310784000,20*x^4+22*x^3+8*x^2+x],
[40588235568,x^4+5*x^3+2*x^2-11*x+5],
[40588235568,x^4+x^3+3*x^2+2],
[40814668800,x^4+11*x^3+26*x^2-25*x-5],
[40814668800,x^4+12*x^3+29*x^2-16*x+2],
[40814668800,x^4+12*x^3+35*x^2-6*x],
[40814668800,x^4+19*x^2+90],
[40814668800,x^4+5*x^3-7*x^2+x],
[40814668800,x^4+7*x^3+5*x^2-x],
[41278242816,2*x^4-2*x^2+1],
[41278242816,2*x^4+2*x^2+1],
[41367898881,3*x^4+4*x^3+x^2+x],
[41367898881,3*x^4+5*x^3+2*x^2-x],
[41557052511,13*x^4+16*x^3+7*x^2+x],
[41557052511,13*x^4+58*x^3+15*x^2+x],
[41726700288,x^4-2*x^2-2*x+1],
[41726700288,x^4+2*x^3-2*x^2+1],
[41726700288,x^4+4*x^2-2*x],
[41763389400,2*x^4+7*x^3-5*x^2+x],
[41916916800,11*x^4+15*x^3-24*x^2+9*x-1],
[41916916800,44*x^4+39*x^3+11*x^2+x],
[42343959168,14*x^4+21*x^3+11*x^2+2*x],
[42515280000,6*x^4+8*x^3+5*x^2+x],
[42648809472,x^4+2*x^3+2*x^2-2],
[42648809472,x^4+2*x^3-3*x^2+2*x-1],
[42648809472,x^4+2*x^3+3*x^2+2*x-1],
[42648809472,x^4+6*x^3+2*x^2-4*x-2],
[43166295225,3*x^4+6*x^3-4*x^2-7*x+4],
[43235835264,2*x^4+4*x^3-2*x^2+x],
[43401015000,2*x^4+11*x^3+7*x^2+x],
[43639592643,x^4+13*x^3+35*x^2-48*x+7],
[43639592643,x^4+2*x^3+5*x^2+3*x+2],
[43639592643,x^4+30*x^3+11*x^2+x],
[43639592643,x^4-3*x^2-x+4],
[43639592643,x^4+3*x^3+3*x^2-4*x+1],
[43639592643,x^4+4*x^3-9*x^2+3*x+1],
[43639592643,x^4+56*x^3-15*x^2+x],
[43639592643,x^4+5*x^3-4*x^2-x],
[43639592643,x^4+6*x^3-7*x^2+x],
[43639592643,x^4+7*x^3+6*x^2-x],
[43639592643,x^4+9*x^3+15*x^2-26*x-5],
[43639592643,x^4+9*x^3+8*x^2+x],
[43639592643,x^4+x^3+4*x^2+x+2],
[43815617712,x^4+3*x^3+x^2-5*x+2],
[43815617712,x^4+7*x^3-7*x^2+x],
[43815617712,x^4+7*x^3+7*x^2-x],
[43815617712,x^4+x^3+2*x^2+2],
[43898443776,2*x^4+x^3-5*x^2-4*x],
[44079842304,12*x^4+19*x^3+8*x^2+x],
[44079842304,3*x^4+x^3-x^2+x],
[44295075909,7*x^4+65*x^3+60*x^2+19*x+2],
[44295075909,7*x^4+66*x^3+69*x^2+25*x+3],
[44819785323,x^4+14*x^3+8*x^2+x],
[44819785323,x^4+2*x^3+2*x^2-x+1],
[44819785323,x^4+4*x^3-4*x^2-7*x+6],
[44819785323,x^4+x^3+2*x^2-2*x+1],
[44819785323,x^4+x^3+7*x^2+3*x+11],
[44840334375,5*x^4-3*x^2-x],
[44840334375,5*x^4+5*x^3-3*x^2-2*x+1],
[44840334375,5*x^4+6*x^3+3*x^2+x],
[44840334375,5*x^4+9*x^3+6*x^2+x],
[44998172352,4*x^4+21*x^3+9*x^2+x],
[45236572848,x^4+x^3-5*x+3],
[45296271387,x^4+10*x^3+18*x^2-35*x+12],
[45715263408,x^4+7*x^3-x^2-x],
[45715263408,x^4+x^3-7*x^2-x],
[45775276875,x^4+2*x^3+6*x^2+5*x+5],
[45916502400,2*x^4+3*x^3+3*x^2+2*x],
[45984526848,6*x^4+2*x^3-5*x^2-x+1],
[45984526848,6*x^4+x^3-2*x^2+3*x+2],
[46438023168,4*x^4-7*x^2+3],
[46438023168,4*x^4+7*x^2+3],
[46599266304,2*x^4+x^3-6*x^2-2*x+4],
[46599266304,8*x^4+10*x^3-9*x^2-17*x-6],
[46599266304,8*x^4+15*x^3+8*x^2+x],
[46599266304,8*x^4+2*x^3-3*x^2-x],
[46599266304,8*x^4+63*x^3-16*x^2+x],
[46599266304,8*x^4+6*x^3-x^2-x],
[47166451632,x^4+x^3-x^2-3*x],
[47410520832,x^4+2*x^3-3*x^2-4*x+5],
[47410520832,x^4+9*x^2-6*x+1],
[47655219888,x^4+x^3-x^2-x+2],
[47829690000,3*x^4+3*x^3+x^2-x],
[48084958827,x^4+2*x^3+8*x^2+x],
[48084958827,x^4+8*x^3+2*x^2+x],
[48223350000,5*x^4+11*x^3-7*x^2+x],
[48223350000,5*x^4+5*x^3+3*x^2+x],
[48393096192,x^4-x^2+2],
[48393096192,x^4+x^2+2],
[48702217707,x^4+14*x^3-8*x^2+x],
[48702217707,x^4+4*x^3-4*x^2-9*x+8],
[48826141875,x^4+2*x^3-5*x^2+3*x-1],
[48826141875,x^4+x^3+2*x^2+3*x],
[49113651456,3*x^4+292*x^3+274*x^2+86*x+9],
[49113651456,3*x^4+2*x^3-4*x^2-4*x-1],
[49113651456,3*x^4+4*x^3+10*x^2+6*x+1],
[49113651456,3*x^4+4*x^3-2*x^2-2*x+1],
[49113651456,3*x^4+x^3+x^2-x],
[49323413187,x^4+17*x^3-8*x^2+x],
[49323413187,x^4+4*x^3-x^2-15*x+11],
[49589822592,6*x^4+12*x^3+6*x^2+x],
[49589822592,6*x^4+6*x^3-x],
[49589822592,6*x^4+9*x^3+9*x^2+5*x+1],
[49635487152,x^4+5*x^3-3*x-1],
[49635487152,x^4+x^3-3*x^2+2],
[49635487152,x^4+x^3+6*x^2+5*x+1],
[49816570752,26*x^4+29*x^3+10*x^2+x],
[49948545267,x^4+2*x^3+3*x^2+x+2],
[49948545267,x^4+3*x^2-x+3],
[49948545267,x^4+3*x^3-6*x^2-x],
[49948545267,x^4+6*x^3-3*x^2-x],
[49948545267,x^4+7*x^3+9*x^2-12*x+3],
[50087782809,3*x^4+2*x^3-4*x^2-x+2],
[50087782809,3*x^4+4*x^3-2*x^2-5*x-2],
[50088668544,2*x^4+39*x^3+49*x^2+21*x+3],
[50088668544,2*x^4+4*x^3-2*x^2-x],
[50088668544,2*x^4+9*x^3+x^2-9*x+3],
[50136852528,x^4+11*x^3-19*x^2-44*x-18],
[50388480000,4*x^4+3*x^3+2*x^2+x],
[50719469328,11*x^4+11*x^3+x^2-x],
[50719469328,11*x^4+15*x^3+7*x^2+x],
[50801665536,2*x^4+10*x^3+7*x^2+x],
[50801665536,2*x^4+15*x^3-8*x^2+x],
[50801665536,2*x^4+31*x^3+112*x^2-63*x+8],
[50801665536,2*x^4+6*x^3+x^2-x],
[51155664291,17*x^4+18*x^3+7*x^2+x],
[51401288448,x^4+19*x^3-9*x^2+x],
[51401288448,x^4-2*x+2],
[51401288448,x^4+2*x^3-6*x^2+2*x],
[51401288448,x^4+2*x^3+6*x^2+4*x+1],
[51401288448,x^4+4*x^3-2*x],
[51401288448,x^4+4*x^3-2*x^2-10*x+7],
[51401288448,x^4+6*x^3+4*x^2-14*x+10],
[51519701376,2*x^4+12*x^3+15*x^2-9*x+1],
[51519701376,2*x^4+4*x^3+15*x^2+13*x+21],
[51656065200,x^4+3*x^3+2*x^2+3*x+1],
[52061535000,2*x^4+23*x^3-26*x^2+9*x-1],
[52061535000,2*x^4+x^3-2*x^2-3*x-1],
[52061535000,2*x^4+x^3-x^2-2*x+1],
[52231615803,x^4+2*x^3+8*x^2+7*x+13],
[52424174592,x^4+7*x^3+8*x^2-14*x+4],
[52424174592,x^4+x^3-20*x^2-18*x-4],
[53197952688,x^4+x^3+5*x^2+2*x],
[53331167232,6*x^4+x^3-6*x^2+2*x],
[53892054000,5*x^4+3*x^3-6*x^2-2*x+2],
[53892054000,5*x^4+43*x^3+13*x^2+x],
[53892054000,5*x^4+7*x^3-2*x^2-6*x-2],
[53892054000,5*x^4+x^3-3*x^2-x],
[54419558400,3*x^4+2*x^3-9*x^2-4*x+6],
[54419558400,3*x^4+5*x^3-6*x^2-7*x+5],
[54500179968,x^4+10*x^3-13*x^2+4*x],
[54500179968,x^4+2*x^3-x^2+4],
[54500179968,x^4-x^2-4*x+4],
[54760212081,3*x^4-11*x^2-11*x-3],
[54760212081,3*x^4+15*x^3-8*x^2+x],
[54760212081,3*x^4+2*x^3-5*x^2-5*x-1],
[54760212081,3*x^4+3*x^3-2*x^2-x],
[54760212081,3*x^4+4*x^3-5*x^2+x],
[54760212081,3*x^4+6*x^3+x^2-x],
[54760212081,3*x^4+x^3-4*x^2+x],
[55185463296,2*x^4+23*x^3+25*x^2+9*x+1],
[55185463296,2*x^4+2*x^3+4*x^2+2*x+1],
[55185463296,2*x^4+9*x^3-7*x^2-x+1],
[55289074608,x^4+3*x^3-x^2+2*x],
[55306395648,14*x^4+11*x^3-x],
[55306395648,14*x^4+15*x^3-37*x^2+19*x-3],
[55306395648,14*x^4+23*x^3+12*x^2+2*x],
[55306395648,14*x^4+24*x^3+3*x^2-12*x-5],
[55355071707,x^4+2*x^3+22*x^2+21*x+110],
[55553299200,x^4+2*x^3+7*x^2+6*x+8],
[55553299200,x^4+4*x^3-x^2-6*x+3],
[56083637952,4*x^4+5*x^3-2*x^2-2*x+1],
[56083637952,4*x^4+x^3-3*x^2+x],
[56616496128,x^4+11*x^3+24*x^2-34*x+12],
[56616496128,x^4+5*x^3-6*x^2+2*x],
[56616496128,x^4+8*x^3+7*x^2+2*x],
[56687040000,2*x^4+2*x^3-5*x^2+x],
[56826454689,3*x^4+2*x^3+x^2-x],
[56826454689,3*x^4+3*x^3+4*x^2+x],
[56826454689,3*x^4+6*x^3-5*x^2+x],
[57635760600,2*x^4+5*x^3-x^2-x],
[57689770752,x^4+23*x^3+19*x^2+4*x],
[57689770752,x^4+2*x^3-x^2-6*x+4],
[57689770752,x^4+3*x^3-x^2-4*x+4],
[58199166792,6*x^4+11*x^3+4*x^2-2*x-1],
[58199166792,6*x^4+13*x^3-20*x^2+8*x-1],
[58199166792,6*x^4+5*x^3-4*x^2-2*x+1],
[58199166792,6*x^4+5*x^3-x^2-x],
[58199166792,6*x^4+7*x^3-2*x^2-4*x-1],
[58208772096,2*x^4+3*x^3+4*x^2+2*x],
[58208772096,2*x^4+4*x^3+3*x^2-1],
[58208772096,2*x^4+5*x^3+x],
[58577552784,3*x^4+5*x^3+4*x^2-5*x+1],
[58773123072,x^4+2*x^3+2*x+1],
[58930961049,3*x^4-2*x^2-x+1],
[58930961049,3*x^4+2*x^3-4*x^2-3*x],
[58930961049,3*x^4+3*x^3+4*x^2+2*x+1],
[58930961049,3*x^4+3*x^3+7*x^2+5*x+1],
[58930961049,3*x^4+4*x^3-2*x^2-3*x],
[59045535792,x^4+15*x^3+51*x^2-40*x+2],
[59045535792,x^4+3*x^3-x-1],
[59045535792,x^4+x^3-3*x-1],
[60529161600,2*x^4+16*x^3-8*x^2+x],
[60529161600,2*x^4+4*x^2-x],
[60724574424,2*x^4+17*x^3-27*x^2+13*x-2],
[60724574424,2*x^4+3*x^3-3*x^2-x],
[60724574424,2*x^4+3*x^3+6*x^2+4*x+3],
[60724574424,2*x^4+7*x^3-3*x^2-7*x-2],
[60724574424,2*x^4+x^3-6*x^2+2*x+1],
[60724574424,2*x^4+x^3-6*x^2+3],
[60970060800,x^4+12*x^3+33*x^2-18*x+2],
[60970060800,x^4+16*x^3+21*x^2-26*x+6],
[60970060800,x^4+19*x^3-9*x^2-32*x-12],
[60970060800,x^4+21*x^2+110],
[60970060800,x^4+4*x^3-5*x^2+2*x],
[60970060800,x^4+7*x^3+6*x^2+2*x],
[60970060800,x^4+9*x^3+15*x^2-23*x+10],
[61073731161,3*x^4+2*x^2-x],
[61073731161,3*x^4+2*x^3-8*x^2-3*x+6],
[61073731161,3*x^4+4*x^3-4*x^2+x],
[61247512368,x^4+3*x^3+2*x^2-3*x+1],
[61247512368,x^4+x^3+4*x^2+3*x+3],
[61316973675,x^4+10*x^3+8*x^2+x],
[61316973675,x^4+2*x^3+2*x^2-3*x+1],
[61316973675,x^4+4*x^3-8*x^2+x+2],
[61316973675,x^4+x^3+5*x^2+3*x+5],
[61316973675,x^4+x^3-x^2+x+3],
[63136785123,x^4+14*x^3+17*x^2+7*x+1],
[63136785123,x^4+14*x^3-7*x^2+x],
[63136785123,x^4+2*x^3+5*x^2+3*x],
[63136785123,x^4+2*x^3-x^2+x+1],
[63136785123,x^4+3*x^3-4*x^2-9*x+10],
[63136785123,x^4+3*x^3-x^2-12*x+9],
[63136785123,x^4+4*x^3+11*x^2-7*x+1],
[63136785123,x^4+4*x^3-x^2-9*x+9],
[63136785123,x^4+74*x^3-91*x^2+37*x-5],
[63136785123,x^4+8*x^3-7*x^2-5*x+4],
[63136785123,x^4+x^3-4*x^2+3*x],
[63136785123,x^4+x^3-x^2+2*x+1],
[63207309312,16*x^4+18*x^3+7*x^2+x],
[63207309312,4*x^4+33*x^3+16*x^2+2*x],
[63207309312,x^4-2*x^2-4*x-2],
[63839350125,15*x^4+29*x^3+27*x^2+14*x+3],
[64056670128,x^4+5*x^3+3*x^2+2*x],
[64127706075,x^4+x^3+3*x^2-x+1],
[64697410827,x^4+2*x^3-x+2],
[65305989504,2*x^4+3*x^3+8*x^2+5*x+6],
[65413084707,x^4+3*x^3+8*x^2-x],
[65413084707,x^4+3*x^3-x^2-4*x+3],
[65413084707,x^4+4*x^3+3*x^2+3*x+1],
[65413084707,x^4+4*x^3-5*x^2-5*x-1],
[65413084707,x^4+8*x^3-3*x^2+x],
[65413084707,x^4+x^3-3*x-2],
[65474062641,3*x^4+3*x^3+x],
[65474062641,3*x^4+6*x^3+3*x^2-x],
[65556691875,x^4+13*x^3+8*x^2+x],
[65556691875,x^4+2*x^3+5*x^2+3*x+4],
[65556691875,x^4+6*x^3+5*x^2-5*x-5],
[65556691875,x^4+7*x^3-2*x^2-x],
[65556691875,x^4+x^2-x+2],
[66060556992,4*x^4+15*x^3+5*x^2-11*x-6],
[66060556992,4*x^4+33*x^3+32*x^2+10*x+1],
[66060556992,4*x^4+3*x^3-4*x^2-2*x+1],
[66060556992,4*x^4+5*x^3-2*x^2-4*x-1],
[66060556992,4*x^4+65*x^3+48*x^2+12*x+1],
[66060556992,4*x^4+x^3-3*x^2-x],
[66349345968,x^4+11*x^3+5*x^2+x],
[66349345968,x^4+21*x^3-9*x^2+x],
[66349345968,x^4+3*x^3-3*x^2+2*x],
[66349345968,x^4+3*x^3+9*x^2+x],
[66349345968,x^4+5*x^3-20*x+14],
[66349345968,x^4+7*x^3+9*x^2-10*x+8],
[66349345968,x^4+9*x^3+3*x^2+x],
[66349345968,x^4+x^3+2*x^2-10*x+6],
[66349345968,x^4+x^3-4*x+2],
[66349345968,x^4+x^3+x^2+3*x],
[66430125000,6*x^4+x^3-10*x^2+6*x-1],
[66638764800,x^4+2*x^3+6*x^2+2*x],
[66938576256,2*x^4+4*x^3+6*x^2+x],
[66983709375,5*x^4+10*x^3+14*x^2+9*x+4],
[67001424075,x^4+10*x^3+16*x^2-45*x+20],
[67731624009,3*x^4+6*x^3+14*x^2+11*x+10],
[67762427904,2*x^4+2*x^3+5*x^2+6*x+2],
[67762427904,2*x^4+2*x^3-x^2-2*x+1],
[67762427904,2*x^4+x^3-7*x^2+4*x],
[67802738688,x^4+10*x^3-13*x^2+6*x-1],
[67802738688,x^4+120*x^3-31*x^2+2*x],
[67802738688,x^4+2*x^3+17*x^2+14*x+3],
[67802738688,x^4+2*x^3-x^2+2*x-1],
[67802738688,x^4+2*x^3+x^2+2*x-1],
[67802738688,x^4+4*x^3-x^2-12*x+8],
[67802738688,x^4+6*x^3+5*x^2-10*x+3],
[67802738688,x^4-x^2-2*x-2],
[68024448000,15*x^4+19*x^3-35*x^2+15*x-2],
[68024448000,60*x^4+47*x^3+12*x^2+x],
[68903116803,x^4+8*x^3+x^2+x],
[68903116803,x^4+x^3+8*x^2+x],
[68976790272,x^4+3*x^3-4*x^2-9*x+9],
[68976790272,x^4+4*x^3+17*x^2+8*x+1],
[68976790272,x^4+4*x^3-x^2-10*x+7],
[68976790272,x^4+7*x^2+13],
[69271877808,x^4+3*x^3-4*x^2-7*x+7],
[69271877808,x^4+3*x^3-6*x^2+x+1],
[69271877808,x^4+5*x^3+3*x^2-2*x],
[70160919552,4*x^4+2*x^3-x^2-x],
[70160919552,4*x^4+3*x^3-4*x^2+x],
[70160919552,4*x^4+6*x^3+5*x^2+x],
[70160919552,x^4+3*x^3-2*x^2+2*x],
[70270770375,5*x^4+3*x^3-13*x^2-16*x-5],
[70270770375,5*x^4+3*x^3-2*x^2-x],
[70270770375,5*x^4+4*x^3-5*x^2+x],
[70270770375,5*x^4+8*x^3+x^2-3*x-1],
[70413806736,3*x^4+5*x^3-4*x-2],
[70413806736,3*x^4+x^3-4*x^2+2],
[70801227225,3*x^4+4*x^3-8*x^2-7*x+6],
[70858800000,10*x^4+20*x^3+11*x^2+x],
[70858800000,10*x^4+20*x^3+19*x^2+9*x+2],
[70980854283,x^4-2*x^2-3*x],
[71108222976,2*x^4+13*x^2+21],
[71108222976,2*x^4+8*x^3-x^2-18*x+10],
[71355126528,x^4+7*x^3+7*x^2-17*x+6],
[71418013713,19*x^4+21*x^3+8*x^2+x],
[71418013713,19*x^4+28*x^3+9*x^2-x],
[71579256849,3*x^4+2*x^3-x^2+x],
[71579256849,3*x^4+5*x^3+x^2+1],
[71969865984,3*x^4+x^3+5*x^2+x+2],
[72559411200,4*x^4+5*x^3+2*x^2+x],
[72597360024,2*x^4+35*x^3+45*x^2+20*x+3],
[72811353600,2*x^4+10*x^3+5*x^2-17*x+6],
[72811353600,2*x^4+2*x^3+5*x^2+x],
[73089454707,x^4+10*x^3-5*x^2+x],
[73089454707,x^4+2*x^3+x^2+3*x+1],
[73089454707,x^4+3*x^3+x^2+2*x+1],
[73089454707,x^4+6*x^3-x^2-9*x-4],
[73089454707,x^4+9*x^3-13*x^2+6*x-1],
[73241250003,x^4+11*x^3+8*x^2+x],
[73241250003,x^4+3*x^3-x^2-4*x+5],
[73241250003,x^4+4*x^3+5*x^2-5*x+1],
[73241250003,x^4+4*x^3-7*x^2-x+3],
[73241250003,x^4+x^3+4*x^2+3*x+2],
[73393202763,x^4+27*x^3+27*x^2+9*x+1],
[73393202763,x^4-3*x+1],
[73393202763,x^4+3*x^3+1],
[73393202763,x^4+5*x^3+3*x^2-x-1],
[73469238192,x^4+11*x^3+14*x^2-45*x+21],
[73469238192,x^4+11*x^3+20*x^2-41*x+15],
[73670477184,2*x^4-2*x^2-x+1],
[73670477184,2*x^4+3*x^3+7*x^2+5*x+1],
[73670477184,2*x^4+4*x^3+4*x^2-x],
[73670477184,2*x^4+4*x^3-8*x^2+3*x],
[73773773568,x^4+x^3+4*x^2-2*x],
[73850005827,x^4+x^2-3*x+2],
[73850005827,x^4+x^3+4*x^2+x+4],
[74078623872,6*x^4+3*x^3-7*x^2+2*x],
[74078623872,6*x^4+9*x^3+2*x^2-x],
[74078623872,6*x^4+x^3-20*x^2-21*x-6],
[74078938800,x^4+19*x^3+9*x^2+x],
[74078938800,x^4+x^3+16*x^2+8*x+62],
[74078938800,x^4+x^3+2],
[74384733888,4*x^4+3*x^3+3*x^2+x],
[74534639616,2*x^4+10*x^3+8*x^2-1],
[74534639616,2*x^4+2*x^3-2*x-1],
[74534639616,2*x^4+2*x^3-2*x^2-2*x+1],
[74534639616,2*x^4+2*x^3-6*x^2+4*x-1],
[75348984375,5*x^4+10*x^3+5*x^2+x],
[75348984375,5*x^4+5*x^3-x],
[75382917867,x^4+10*x^3+10*x^2+x-1],
[75382917867,x^4+10*x^3+18*x^2-9*x+1],
[75382917867,x^4+11*x^3-6*x^2-14*x+9],
[75382917867,x^4+12*x^3-12*x^2+x+1],
[75382917867,x^4+12*x^3+8*x^2+x],
[75382917867,x^4+15*x^3-20*x^2+8*x-1],
[75382917867,x^4+24*x^3-10*x^2+x],
[75382917867,x^4+280*x^3-186*x^2+41*x-3],
[75382917867,x^4+3*x^3-2*x^2-4*x-1],
[75382917867,x^4+3*x^3-5*x^2-5*x-1],
[75382917867,x^4+45*x^3-18*x^2-2*x+1],
[75382917867,x^4-4*x^2-x+1],
[75382917867,x^4+4*x^3-6*x^2-3*x+4],
[75382917867,x^4+5*x^3-3*x^2-5*x+3],
[75382917867,x^4+5*x^3-x^2-3*x+1],
[75382917867,x^4-6*x^2-x+7],
[75382917867,x^4+6*x^3-23*x+16],
[75382917867,x^4+6*x^3+4*x^2-5*x-4],
[75382917867,x^4+8*x^3+2*x^2-x],
[75382917867,x^4+9*x^3+18*x^2-10*x+1],
[75382917867,x^4+9*x^3-4*x+1],
[75382917867,x^4+x^3-4*x^2+1],
[75382917867,x^4+x^3-4*x^2-2*x+3],
[75845862027,x^4+10*x^3+4*x^2+x],
[75845862027,x^4+2*x^3-2*x^2+x-1],
[75845862027,x^4+3*x^3-5*x^2+3*x-1],
[75845862027,x^4+8*x^3-2*x^2-3*x+1],
[75845862027,x^4+x^3+2*x^2+2*x-1],
[76212576000,5*x^4+7*x^3-2*x],
[76232731392,x^4+24*x^3+32*x^2+14*x+2],
[76232731392,x^4+2*x^2-6*x+3],
[76232731392,x^4+2*x^3+2*x^2-4*x+1],
[76232731392,x^4-4*x^2-2*x+2],
[76232731392,x^4+7*x^3+4*x^2-18*x+8],
[76278081024,2*x^4+14*x^3+7*x^2+x],
[76336716681,3*x^4+2*x^3-2*x^2+x],
[76497428376,2*x^4+3*x^3-x^2-2*x+1],
[76527504000,30*x^4+36*x^3+11*x^2+x],
[77295278781,7*x^4+10*x^3-4*x^2-11*x-4],
[77295278781,7*x^4+12*x^3+26*x^2+29*x+10],
