[[177147,x^4+2*x^3+2*x^2+x],
[150372136368,x^4+3*x^3+2*x^2-6*x+2],
[150530801031,13*x^4+14*x^3+6*x^2+x],
[150698736387,x^4+22*x^3+9*x^2+x],
[150698736387,x^4+2*x^3-3*x^2-3*x-1],
[150698736387,x^4+x^3+3*x+2],
[151789961907,x^4+10*x^3+9*x^2+x],
[151789961907,x^4+11*x^3+24*x^2-37*x-6],
[151789961907,x^4+12*x^3+33*x^2-17*x+2],
[151789961907,x^4+14*x^3-21*x^2+9*x-1],
[151789961907,x^4+15*x^3+48*x^2-63*x+8],
[151789961907,x^4+18*x^3+63*x^2-23*x+2],
[151789961907,x^4+18*x^3+81*x^2+25*x+2],
[151789961907,x^4+28*x^3+21*x^2-15*x+2],
[151789961907,x^4+2*x^3-3*x^2-3*x+2],
[151789961907,x^4+2*x^3-5*x^2-5*x-1],
[151789961907,x^4+42*x^3+13*x^2+x],
[151789961907,x^4-5*x^2-x+4],
[151789961907,x^4+5*x^3-3*x^2-2*x+1],
[151789961907,x^4+5*x^3-5*x-2],
[151789961907,x^4+5*x^3-6*x^2-x],
[151789961907,x^4+6*x^3+x^2-3*x-1],
[151789961907,x^4+7*x^3-x^2-4*x-1],
[151789961907,x^4+x^3-4*x^2-x+2],
[152446586787,x^4+4*x^3-x^2-3*x-1],
[152446586787,x^4+x^3-2*x^2+x+2],
[152465462784,2*x^4+10*x^3+7*x^2-13*x+6],
[152556162048,x^4+3*x^3-x^2-9*x+6],
[152775509400,2*x^4+11*x^3-8*x^2-x+1],
[152775509400,2*x^4+19*x^3-24*x^2+9*x-1],
[152775509400,2*x^4+3*x^3+2*x^2+x+1],
[152775509400,2*x^4+5*x^3+x^2+5],
[152885124027,x^4+5*x^3+2*x^2-8*x+3],
[153301065183,21*x^4+4*x^3-4*x^2-x],
[154755934128,x^4+x^3-9*x^2+x],
[154866336075,x^4+2*x^3+28*x^2+27*x+182],
[155197778112,9*x^4+7*x^3-28*x^2+17*x-3],
[155197778112,x^4+7*x^3+9*x^2-10*x+2],
[155267219736,2*x^4+21*x^3-35*x^2+18*x-3],
[155267219736,2*x^4+5*x^3-8*x^2-11*x-3],
[155328374817,11*x^4+22*x^3+12*x^2+x],
[156083355648,x^4+20*x^3-22*x^2+8*x-1],
[156083355648,x^4-2*x^2-4*x-1],
[156083355648,x^4+4*x^3+2*x^2-1],
[156083355648,x^4+4*x^3+2*x^2-8*x+3],
[156083355648,x^4+8*x^3-4*x^2-4*x+2],
[156206807424,2*x^4+8*x^3-5*x^2+x],
[156243654000,5*x^4+9*x^3+14*x^2+9*x+5],
[156694847409,3*x^4+2*x^3-7*x^2-9*x-3],
[156694847409,3*x^4+3*x^3-2*x^2+x],
[156728328192,6*x^4+10*x^3-x^2-4*x+1],
[156728328192,6*x^4+12*x^3-7*x^2-2*x+1],
[156728328192,6*x^4+12*x^3+8*x^2+2*x],
[156728328192,6*x^4-7*x^2+2],
[156728328192,6*x^4+7*x^2+2],
[156971452608,x^4+3*x^3-2*x^2-3*x-1],
[156971452608,x^4+x^3-x^2+2*x+2],
[157272523776,12*x^4+11*x^3-x^2-2*x],
[157272523776,12*x^4+23*x^3+10*x^2-3*x-2],
[157272523776,12*x^4+x^3-4*x^2-x],
[157416445872,x^4+21*x^3-13*x^2+2*x],
[157416445872,x^4+3*x^3+5*x^2-2*x],
[157464000000,8*x^4+3*x^3-13*x^2+5*x],
[158196699675,x^4+2*x^3+2*x^2+x-2],
[159011930169,3*x^4+2*x^3+4*x^2+x],
[159090780267,x^4+5*x^3-10*x^2+6*x-1],
[159090780267,x^4+x^3+2*x^2-2*x-1],
[159985884375,5*x^4+5*x^3+4*x^2+x],
[159993501696,2*x^4+13*x^3+10*x^2+2*x],
[159993501696,2*x^4+2*x^3-5*x^2-2*x+3],
[160176848841,3*x^4+3*x^3-2*x^2-2*x+1],
[160661483667,x^4+4*x^3-7*x^2-3*x+5],
[160661483667,x^4+6*x^3+3*x^2-7*x-5],
[160661483667,x^4+9*x^3+2*x^2-x],
[160886499723,x^4+2*x^3-2*x^2+3*x-1],
[160886499723,x^4+39*x^3-34*x^2+10*x-1],
[160886499723,x^4+x^3-x^2-3*x-3],
[161243136000,20*x^4+16*x^3-9*x^2+x],
[162505308375,5*x^4+24*x^3+15*x^2-9*x+1],
[162505308375,5*x^4+3*x^3-13*x^2-4*x+9],
[162505308375,5*x^4+6*x^3-3*x^2-3*x+1],
[162505308375,5*x^4+7*x^3-6*x^2+x],
[162505308375,5*x^4+x^3-4*x^2+x],
[162543158784,2*x^4+10*x^3-7*x^2+x],
[162543158784,2*x^4+15*x^3+8*x^2+x],
[162543158784,2*x^4+2*x^3+x^2+x+1],
[162543158784,2*x^4+6*x^3-x^2-x],
[162692296875,25*x^4+26*x^3+9*x^2+x],
[163145320803,x^4+4*x^3+11*x^2+x],
[163258675200,x^4+6*x^3+8*x^2-6*x+1],
[163825545600,2*x^4+12*x^3+11*x^2-21*x+6],
[163825545600,2*x^4+4*x^3+19*x^2+17*x+36],
[163825545600,2*x^4+4*x^3-29*x^2-27*x-6],
[164280636243,x^4+18*x^3+81*x^2+x],
[164280636243,x^4+18*x^3-9*x^2+x],
[164280636243,x^4+18*x^3+9*x^2+x],
[164280636243,x^4+2*x^3-3*x^2-3*x],
[164280636243,x^4+2*x^3+3*x^2-x+1],
[164280636243,x^4+3*x^3-3*x^2-4*x+3],
[164280636243,x^4+3*x^3-5*x^2+1],
[164280636243,x^4+4*x^3-3*x^2-13*x+11],
[164280636243,x^4+4*x^3-7*x^2-x],
[164280636243,x^4+4*x^3+x^2-3*x],
[164280636243,x^4+5*x^3-3*x^2-12*x+9],
[164280636243,x^4+5*x^3-3*x^2-14*x+11],
[164280636243,x^4+5*x^3+3*x^2-2*x-1],
[164280636243,x^4+7*x^3-4*x^2-x],
[164280636243,x^4+81*x^3+18*x^2+x],
[164280636243,x^4-9*x^2-x],
[164280636243,x^4+9*x^3-x],
[164280636243,x^4+x^3+3*x^2-2*x+1],
[164280636243,x^4+x^3-5*x^2+3],
[164280636243,x^4+x^3+9*x^2+4*x+19],
[164287544976,3*x^4+5*x^3+4*x^2+3*x+1],
[164508171723,x^4+10*x^3-4*x^2+x],
[164508171723,x^4+4*x^3+10*x^2-x],
[165112971264,2*x^4-4*x^2-4*x-1],
[166729339224,2*x^4+x^3+2*x^2+1],
[166792187043,x^4+2*x^3-3*x^2-3*x+5],
[166792187043,x^4+2*x^3+9*x^2-x],
[166792187043,x^4+5*x^3-7*x^2+4*x-1],
[166792187043,x^4+7*x^3+7*x^2+4*x+1],
[166792187043,x^4+x^3-9*x^2-6*x-1],
[166906801152,x^4+12*x^3+27*x^2-54*x+20],
[166906801152,x^4+27*x^2+182],
[166906801152,x^4+x^3+6*x^2+2*x],
[167365651248,9*x^4+15*x^3+9*x^2+2*x],
[167365651248,x^4+x^3-3*x^2+4*x-2],
[167480462187,x^4+4*x^2-x+2],
[167480462187,x^4+4*x^3+2*x^2-3*x+4],
[167480462187,x^4+8*x^3-8*x^2+x],
[167480462187,x^4+8*x^3+8*x^2-x],
[167825131200,4*x^4+7*x^3-5*x^2-7*x+4],
[167825131200,x^4+7*x^3+8*x^2-15*x+5],
[167825131200,x^4+x^3+20*x^2-9*x+1],
[167825131200,x^4+x^3+6*x^2+3*x+7],
[168450322329,3*x^4+2*x^3-2*x^2-3*x-1],
[168450322329,3*x^4+2*x^3-6*x^2-5*x-1],
[168450322329,3*x^4+x^3+2*x+1],
[169005481344,2*x^4+2*x^3+2*x^2+5*x+3],
[169049256336,3*x^4+15*x^3+10*x^2-22*x+6],
[169049256336,3*x^4+3*x^3-5*x^2+x],
[169049256336,3*x^4+3*x^3-8*x^2-4*x+6],
[169049256336,3*x^4+5*x^3-x^2-x],
[169207350192,x^4+15*x^3+11*x^2+2*x],
[169207350192,x^4+3*x^3-7*x^2+2*x],
[170061120000,6*x^4+2*x^3-7*x^2-x+2],
[170061120000,6*x^4+50*x^3+49*x^2+17*x+2],
[170313062400,2*x^4+19*x^3+17*x^2+4*x],
[170313062400,2*x^4+2*x^3-3*x^2-2*x+2],
[170313062400,2*x^4+2*x^3+5*x^2+2*x+2],
[170479364067,x^4+18*x^3+81*x^2-x],
[170479364067,x^4+44*x^3+39*x^2+11*x+1],
[170479364067,x^4+4*x^3+3*x^2+3*x],
[170479364067,x^4+4*x^3+3*x^2-5*x+1],
[170479364067,x^4+4*x^3-9*x^2+7*x-2],
[170479364067,x^4+5*x^3+3*x^2-4*x+1],
[170479364067,x^4+81*x^3-18*x^2+x],
[170479364067,x^4+9*x^2-x],
[170479364067,x^4+9*x^3+x],
[170479364067,x^4+x^3-2*x^2+3*x],
[170479364067,x^4+x^3-3*x^2-4*x+5],
[170479364067,x^4+x^3+x-2],
[170852435649,3*x^4+3*x^2-x],
[170852435649,3*x^4+9*x^3-6*x^2+x],
[172454572800,x^4+6*x^3+7*x^2-6*x+2],
[172454572800,x^4+6*x^3+x^2-8*x+3],
[174323985408,x^4+4*x^3-x^2+2*x],
[174597500376,2*x^4+3*x^3-10*x^2+6*x-1],
[174597500376,2*x^4+7*x^3+x^2-x],
[174910243563,x^4+10*x^2-9*x+2],
[174910243563,x^4+2*x^3+4*x^2+x+2],
[174910243563,x^4+4*x^3+4*x^2-7*x+2],
[175593775104,2*x^4+x^3-8*x^2-2*x+8],
[175707680625,3*x^4+4*x^3-13*x^2+9*x-2],
[175707680625,3*x^4+5*x^3+8*x^2+7*x+2],
[176203475712,x^4-6*x+5],
[176321278467,x^4+4*x^3-9*x^2+x+3],
[176713974000,5*x^4+3*x^3-x^2-x],
[176792883147,x^4+4*x^2-3*x+1],
[176792883147,x^4+4*x^3-8*x^2+3*x],
[176792883147,x^4+x^3+x^2+3*x+3],
[176931589248,6*x^4+6*x^3+4*x^2+x],
[176931589248,6*x^4+7*x^3-23*x^2+15*x-3],
[177147000000,x^4+5*x^3-4*x^2-9*x-3],
[177147000000,x^4+5*x^3+x^2-6*x+2],
[179516833200,x^4+15*x^3-7*x^2+x],
[179516833200,x^4+3*x^3-14*x+10],
[179516833200,x^4+9*x^3-x^2+x],
[179516833200,x^4+x^3+5*x^2-2*x],
[179516833200,x^4+x^3+9*x^2-x],
[179635738203,x^4+14*x^3+46*x^2-21*x+2],
[179992689408,9*x^4+17*x^3+9*x^2+x],
[179992689408,x^4+18*x^3+12*x^2+2*x],
[179992689408,x^4+2*x^3-2*x+2],
[179992689408,x^4+2*x^3-6*x^2+3],
[179992689408,x^4+2*x^3+6*x^2+4*x+5],
[179992689408,x^4+4*x^3+15*x^2-8*x+1],
[179992689408,x^4+4*x^3-3*x^2-14*x+13],
[179992689408,x^4-6*x^2-2*x],
[179992689408,x^4+6*x^3+3*x^2-14*x+6],
[179992689408,x^4+6*x^3+9*x^2-12*x+3],
[179992689408,x^4+7*x^3+6*x^2-4*x-4],
[179992689408,x^4+7*x^3+9*x^2-12*x],
[179992689408,x^4+9*x^2+21],
[179992689408,x^4+9*x^3+3*x^2-x],
[180469175472,x^4+x^3-2*x+2],
[180946291392,4*x^4+x^3+x^2+x],
[181398528000,10*x^4+101*x^3+20*x^2+x],
[181398528000,10*x^4+18*x^3+17*x^2+8*x+2],
[181969335000,2*x^4+x^3+4*x+3],
[182028384000,5*x^4+8*x^3+7*x^2+4*x+1],
[182308040064,2*x^4+10*x^3+18*x^2-9*x+1],
[182308040064,2*x^4+10*x^3+8*x^2+x],
[182308040064,2*x^4+2*x^3+4*x^2+x+1],
[182308040064,2*x^4+3*x^3+3*x^2+x+1],
[182308040064,2*x^4+4*x^3+6*x^2+3*x+1],
[182308040064,2*x^4+4*x^3-6*x^2+x],
[182308040064,2*x^4+6*x^3-6*x^2-15*x+13],
[182308040064,2*x^4+7*x^3-18*x+10],
[183221193483,x^4+16*x^3-14*x^2+3*x],
[183221193483,x^4-2*x^2-3*x+4],
[183221193483,x^4+2*x^3+3*x],
[183341318832,x^4+x^3+x^2+x-2],
[183666009600,18*x^4+13*x^3-x],
[183666009600,2*x^4+6*x^3-3*x^2+x],
[183742537104,3*x^4+3*x^3-2*x^2-3*x-1],
[183742537104,3*x^4+5*x^3+5*x^2+2*x],
[185752092672,x^4-2*x^2+3],
[185752092672,x^4+2*x^2+3],
[186054581016,2*x^4+27*x^3-40*x^2+19*x-3],
[186054581016,2*x^4+3*x^3+8*x^2-11*x+3],
[186250938624,3*x^4+14*x^3-20*x^2+8*x-1],
[186250938624,3*x^4+2*x^3-4*x^2-2*x+2],
[186250938624,3*x^4+454*x^3+472*x^2+164*x+19],
[186250938624,3*x^4+4*x^3+4*x^2+2*x+1],
[186250938624,3*x^4+4*x^3-8*x^2-6*x-1],
[186397065216,2*x^4+3*x^3-4*x^2-x],
[186659085312,21*x^4+25*x^3+9*x^2+x],
[186659085312,21*x^4+31*x^3+14*x^2+2*x],
[186659085312,21*x^4+32*x^3+15*x^2+2*x],
[186659085312,84*x^4+73*x^3+21*x^2+2*x],
[189153630000,x^4+17*x^3+18*x^2+7*x+1],
[189153630000,x^4+3*x^3+x-1],
[189153630000,x^4+x^3+3*x-1],
[189282278088,6*x^4+5*x^3+10*x^2+6*x+1],
[189282278088,6*x^4+x^3-2*x^2-2*x+1],
[189642083328,x^4+11*x^3+13*x^2-17*x+4],
[190531440000,2*x^4-7*x^2-5*x],
[190878018264,2*x^4+x^3-5*x^2-x],
[191479392963,x^4+2*x^3-3*x^2-x+2],
[191479392963,x^4+7*x^3+3*x^2-2*x-1],
[191479392963,x^4+x^3+6*x^2+7*x+2],
[191518050375,5*x^4+28*x^3-37*x^2+15*x-2],
[192913083000,10*x^4+11*x^3+5*x^2+x],
[192964101336,2*x^4+23*x^3-36*x^2+18*x-3],
[192964101336,2*x^4+x^3+12*x^2+12*x+3],
[193078892592,x^4+15*x^3+47*x^2-20*x+2],
[193312884096,2*x^4+5*x^2-x],
[193572384768,4*x^4+7*x^3-6*x^2+x],
[193572384768,x^4+2*x^3+2*x^2+2],
[193572384768,x^4+2*x^3+6*x^2+4*x+6],
[193572384768,x^4+2*x^3+9*x^2+8*x+2],
[193572384768,x^4-3*x^2+4],
[193572384768,x^4+3*x^2+4],
[193695856227,x^4+7*x^3+7*x^2-4*x-5],
[193695856227,x^4+8*x^3-3*x^2-x],
[194066506800,x^4+9*x^3-50*x^2-25*x-3],
[194190135723,x^4+x^3+19*x^2+15*x+3],
[194520692025,3*x^4+4*x^3-2*x^2-x],
[194520692025,3*x^4+4*x^3+4*x^2+3*x+1],
[195552652032,x^4+12*x^3+10*x^2+2*x],
[195552652032,x^4+2*x^3+4*x^2+1],
[195552652032,x^4+4*x^2-2*x+1],
[195552652032,x^4+6*x^3-8*x^2+2*x],
[195552652032,x^4+x^3+x^2-x+2],
[196422187923,9*x^4+16*x^3+8*x^2+x],
[196422187923,9*x^4+18*x^3+8*x^2-x],
[196422187923,9*x^4+18*x^3+8*x^2+x],
[196422187923,9*x^4-4*x^2-x],
[196422187923,x^4+3*x^2-3*x],
[196422187923,x^4+3*x^3-6*x^2+3*x],
[196830000000,10*x^4+16*x^3+7*x^2+x],
[196919931627,x^4+2*x^3-2*x^2+x+1],
[196919931627,x^4+4*x^3-17*x+12],
[196919931627,x^4+72*x^3-60*x^2+15*x-1],
[196919931627,x^4+7*x^3-6*x^2-20*x-9],
[196919931627,x^4+7*x^3+9*x^2-11*x+3],
[196919931627,x^4+x^3-2*x^2+2*x+1],
[197542996992,x^4+9*x^3+16*x^2-18*x+4],
[198167046507,x^4+2*x^3-3*x+2],
[198359290368,6*x^4+3*x^3-15*x^2+10*x-2],
[198359290368,6*x^4+6*x^3+3*x^2+x],
[198416941875,x^4-x^2-3*x+2],
[198416941875,x^4+x^3-5*x^2-4*x-1],
[199290375000,2*x^4+5*x^3-2*x^2-4*x-1],
[199290375000,2*x^4+x^3-4*x^2+1],
[199729542096,7*x^4+13*x^3+4*x^2-4*x-2],
[199843959375,5*x^4+10*x^3+16*x^2+11*x+6],
[199843959375,5*x^4+30*x^3-44*x^2+17*x-2],
[199999592856,2*x^4+3*x^3-2*x^2-x+3],
[199999592856,2*x^4+3*x^3+x^2-2*x-1],
[200045099952,x^4+25*x^3+26*x^2+9*x+1],
[200045099952,x^4+x^3-4*x^2-3*x-1],
[200045099952,x^4+x^3+x^2+4*x+2],
[200710070424,2*x^4+x^3+x+1],
[201553920000,4*x^4+4*x^3+x^2+x],
[201553920000,x^4+2*x^3+3*x^2-2],
[201553920000,x^4+4*x^3-3*x^2+2*x],
[203574498048,x^4+294*x^3-133*x^2+20*x-1],
[203574498048,x^4+2*x^3+5*x^2-2*x],
[203574498048,x^4+2*x^3-x^2+3],
[203574498048,x^4+4*x^3-x^2-2*x+1],
[203574498048,x^4+8*x^3+7*x^2-1],
[204073344000,5*x^4+3*x^3-17*x^2+11*x-2],
[204207995403,x^4+2*x^2-3*x+2],
[204461669907,x^4+16*x^3+7*x^2+x],
[204461669907,x^4+17*x^3-23*x^2+6*x+1],
[204461669907,x^4+3*x^3+2*x^2+3*x+2],
[204461669907,x^4+3*x^3+x^2-14*x+9],
[204461669907,x^4+6*x^3+7*x^2-9*x+2],
[204945438681,3*x^4+134*x^3-144*x^2+51*x-6],
[204945438681,3*x^4+28*x^3+18*x^2+3*x],
[204945438681,3*x^4+4*x^3+6*x^2+3*x+2],
[204945438681,3*x^4-6*x^2-x+2],
[204945438681,3*x^4+6*x^3-8*x^2-11*x+10],
[204945438681,3*x^4+6*x^3-x],
[205069795875,105*x^4+66*x^3+14*x^2+x],
[205223638203,x^4+x^3+2*x^2+4*x+3],
[205223638203,x^4+x^3+5*x^2+3*x+1],
[205605153792,x^4+x^3+x^2-7*x+4],
[206078805504,2*x^4+6*x^3-x^2+x],
[206624260800,x^4+x^3-4*x^2-x+1],
[206757613125,7*x^4+6*x^3-15*x^2-21*x-7],
[206757613125,7*x^4+7*x^3-6*x^2+x],
[207161055576,2*x^4+13*x^3-7*x^2+x],
[207161055576,2*x^4+27*x^3+84*x^2-48*x+7],
[207262482075,x^4+2*x^3+30*x^2+29*x+210],
[207645887232,x^4+4*x^3-2*x^2+2*x],
[207648879048,6*x^4+x^3-9*x^2+x+2],
[208971104256,2*x^4+17*x^2+36],
[208971104256,2*x^4+8*x^3-5*x^2-26*x+21],
[209127308544,7*x^4+11*x^3+3*x^2-x],
[209127308544,7*x^4+12*x^3+8*x^2+2*x],
[209127308544,7*x^4+x^3-3*x^2-x],
[209311403643,x^4+x^3+2*x^2+2*x+3],
[209991470976,42*x^4+45*x^3-2*x^2-15*x-4],
[210082347387,x^4+x^3-3*x^2-x-1],
[210082347387,x^4+x^3+3*x^2-x-1],
[210424811904,2*x^4+4*x^3+7*x^2+5*x+1],
[210424811904,2*x^4+4*x^3-x^2-3*x-1],
[210597097203,x^4+13*x^3-6*x^2+x],
[210597097203,x^4+18*x^3-11*x^2-x+1],
[210597097203,x^4+3*x^2-x-1],
[210597097203,x^4+6*x^3+13*x^2-x],
[210597097203,x^4+6*x^3+7*x^2-7*x+1],
[210597097203,x^4+7*x^3+7*x^2-6*x+1],
[210597097203,x^4+x^3-3*x^2-1],
[211241420208,x^4+11*x^3+11*x^2+3*x],
[211241420208,x^4+x^3+4*x^2+6*x+2],
[211886727363,x^4+4*x^3-9*x^2+x],
[212274384048,x^4+x^3-x^2-2],
[212891328000,10*x^4+14*x^3+19*x^2+11*x+2],
[212891328000,10*x^4+99*x^3-20*x^2+x],
[213324668928,24*x^4+23*x^3+8*x^2+x],
[213324668928,6*x^4+7*x^3+7*x^2+3*x+1],
[214217981883,x^4+10*x^3+2*x^2+x],
[214217981883,x^4+14*x^3+6*x^2+x],
[214217981883,x^4+2*x^3+2*x^2-13*x+8],
[214737770547,x^4+3*x^3-x^2+1],
[214737770547,x^4+4*x^3-7*x^2+3*x],
[214737770547,x^4-x^2-3*x+1],
[214737770547,x^4+x^3+2*x^2-3*x],
[214997901075,x^4+8*x^3+11*x^2-17*x+20],
[214997901075,x^4+x^3+2*x^2-x+2],
[215909597952,x^4+2*x^3-x^2-2*x-2],
[216009115200,76*x^4+55*x^3+13*x^2+x],
[216290030976,2*x^4+4*x^3+5*x^2-x],
[216431433648,x^4+11*x^3+9*x^2+x],
[216431433648,x^4+3*x^3-x^2-5*x+4],
[216431433648,x^4+5*x^3-10*x^2+2*x+2],
[216431433648,x^4+x^3+12*x^2+6*x+34],
[217768932864,2*x^4+2*x^3+x^2-x-1],
[218000719872,4*x^4+26*x^3+10*x^2+x],
[218000719872,4*x^4+6*x^3+2*x^2-x],
[218000719872,4*x^4+6*x^3+2*x^2+x],
[218000719872,4*x^4+6*x^3+8*x^2+5*x+1],
[218000719872,4*x^4-x^2-x],
[218000719872,4*x^4+x^3+2*x^2+x],
[218000719872,4*x^4+x^3-4*x^2-2*x],
[220101919488,x^4+2*x^3+9*x^2+8*x+15],
[221011431552,6*x^4+9*x^3+x^2-2*x],
[221433750000,5*x^4+5*x^3-5*x^2+x],
[221816564667,x^4+6*x^3+4*x^2-15*x+7],
[221861894616,2*x^4+7*x^3+x^2+x],
[222213196800,x^4+12*x^3+25*x^2-66*x+30],
[222213196800,x^4+29*x^2+210],
[222235871616,2*x^4+3*x^3-6*x^2+x],
[222235871616,2*x^4+3*x^3-7*x^2-6*x+8],
[222235871616,2*x^4+9*x^3-9*x^2+2*x],
[222235871616,2*x^4+x^3-6*x^2+3*x],
[222235871616,2*x^4+x^3-6*x^2-x+4],
[222954379848,6*x^4+13*x^3-2*x^2-4*x+1],
[222954379848,6*x^4+5*x^3-8*x^2-6*x-1],
[223154201664,12*x^4+9*x^3-12*x^2-13*x-3],
[223734928896,2*x^4+10*x^3-15*x^2-19*x+23],
[223734928896,2*x^4+14*x^3+21*x^2-5*x+29],
[223734928896,2*x^4+15*x^3+24*x^2-15*x+4],
[223734928896,2*x^4+2*x^3-7*x^2+5*x-1],
[223734928896,2*x^4+2*x^3-x^2-3*x-1],
[223803268272,x^4+7*x^3-7*x^2+2*x],
[224201671875,x^4+2*x^3-3*x^2+x-1],
[224201671875,x^4+8*x^3-15*x^2+7*x-1],
[224201671875,x^4+x^3+3*x^2+2*x-1],
[224201671875,x^4+x^3-3*x^2+3],
[224334551808,x^4+150*x^3+85*x^2+16*x+1],
[224334551808,x^4+4*x^3-5*x^2+1],
[224334551808,x^4+4*x^3+x^2-2*x+1],
[225239025024,2*x^4+6*x^3-2*x^2+x],
[225350667000,10*x^4+11*x^3-x^2-7*x+2],
[225917694864,3*x^4+5*x^3+3*x^2-x],
[226465984512,x^4+2*x^3+8*x^2-14*x+5],
[226865785608,6*x^4+5*x^3+5*x^2+4*x+1],
[228001475025,3*x^4+5*x^3-4*x^2+x],
[228698194176,3*x^4+22*x^3+13*x^2+2*x],
[229010150043,x^4+10*x^3+26*x^2-x],
[229010150043,x^4+15*x^3+17*x^2-9*x+1],
[229010150043,x^4+26*x^3-10*x^2+x],
[229010150043,x^4+2*x^3+2*x^2-3*x],
[229010150043,x^4+2*x^3-4*x^2+x+1],
[229010150043,x^4+6*x^3+8*x^2-27*x+13],
[229010150043,x^4+9*x^3+17*x^2-15*x+1],
[229010150043,x^4+x^3-4*x^2+2*x+1],
[229010150043,x^4+x^3+5*x^2+5*x+1],
[229582512000,10*x^4+12*x^3+6*x^2+x],
[229582512000,10*x^4+6*x^3-6*x^2+x],
[230143221621,23*x^4+31*x^3+12*x^2+x],
[230759083008,4*x^4+2*x^3-3*x^2+x],
[230759083008,4*x^4+2*x^3+3*x^2+x],
[230759083008,4*x^4+x^3-x],
[230759083008,x^4-3*x^2-2*x+2],
[231887883375,5*x^4+4*x^3+2*x^2+x],
[232452293400,18*x^4+15*x^3+x^2-x],
[232452293400,2*x^4+17*x^3-21*x^2+8*x-1],
[234365481000,30*x^4+33*x^3+11*x^2+x],
[235092492288,4*x^4+2*x^3-6*x^2-5*x-1],
[235092492288,4*x^4+4*x^3-3*x^2-3*x],
[235092492288,4*x^4+4*x^3-6*x^2-9*x-3],
[235092492288,4*x^4+5*x^3-14*x^2+6*x],
[235092492288,4*x^4+6*x^3-2*x^2-3*x+1],
[235092492288,4*x^4+6*x^3-x],
[235092492288,4*x^4-x],
[236727913392,x^4+7*x^3+5*x^2+2*x],
[236793103488,6*x^4+95*x^3+97*x^2+34*x+4],
[237958199307,x^4+14*x^3+44*x^2-35*x+6],
[239466212352,4*x^4+x^3+x],
[239990252544,3*x^4-13*x^2+14],
[239990252544,3*x^4+13*x^2+14],
[239990252544,3*x^4+16*x^3-5*x^2-18*x-6],
[240015761712,x^4+5*x^3+5*x^2-2*x+4],
[240015761712,x^4+x^3+5*x^2-10*x+4],
[241116750000,x^4+5*x^3+2*x^2-10*x+6],
[241116750000,x^4+x^3+2*x^2-2],
[241162079949,7*x^4+14*x^3+12*x^2+5*x+1],
[241668188928,x^4+10*x^3+8*x^2+2*x],
[241668188928,x^4+2*x^3+4*x^2-1],
[241668188928,x^4-4*x^2-2*x-1],
[242137805625,3*x^4+12*x^3+6*x^2+x],
[242851530888,6*x^4+11*x^3-3*x^2-8*x+3],
[244888012800,6*x^4+9*x^3+4*x^2+x],
[245016090081,3*x^4+2*x^3-7*x^2-3*x+5],
[245016090081,3*x^4+4*x^3-3*x^2+x],
[245545897392,x^4+5*x^3-5*x^2+2*x],
[245738318400,3*x^4+11*x^3-x^2-14*x+6],
[245738318400,3*x^4+13*x^3+8*x^2-13*x+3],
[246431317464,2*x^4+5*x^3-13*x^2+9*x-2],
[246431317464,2*x^4+x^3-2*x^2-2*x-1],
[246448323576,42*x^4+25*x^3-18*x^2-16*x-3],
[247217220288,x^4+51*x^3+53*x^2+18*x+2],
[247217220288,x^4+9*x^3+7*x^2-2*x-2],
[247217220288,x^4+x^3-4*x^2-x+5],
[248009736600,2*x^4+3*x^3+2*x^2-x-1],
[248009736600,2*x^4+3*x^3-3*x^2-4*x+1],
[248334584832,x^4+16*x^3+11*x^2+2*x],
[248637860496,3*x^4+31*x^3+11*x^2+x],
[248637860496,3*x^4+5*x^3+4*x^2+4*x+2],
[248800835736,2*x^4+x^3-x^2+1],
[249314345523,x^4+10*x^3-3*x^2+x],
[249314345523,x^4+2*x^3+3*x^2+x-2],
[249314345523,x^4+3*x^3+10*x^2-x],
[249314345523,x^4+3*x^3-3*x^2+2*x-1],
[249314345523,x^4+4*x^3+x^2-5*x+4],
[249454468800,4*x^4+7*x^3-6*x^2-8*x+5],
[249742942848,14*x^4+17*x^3-13*x^2+2*x],
[249742942848,14*x^4+27*x^3-69*x^2+42*x-8],
[249774750576,13*x^4+1265*x^3+1155*x^2+353*x+36],
[249774750576,13*x^4+23*x^3-26*x^2-20*x+46],
[250576872192,x^4+17*x^3+9*x^2+x],
[250576872192,x^4+2*x^3+5*x^2+2*x+2],
[250576872192,x^4+5*x^3-2*x],
[250576872192,x^4+5*x^3-4*x^2-10*x+8],
[250576872192,x^4+6*x^3+5*x^2-2*x-2],
[250576872192,x^4+6*x^3+x^2-22*x+14],
[250576872192,x^4+x^3+18*x^2+9*x+79],
[250576872192,x^4+x^3+2*x^2+x+3],
[250717349763,x^4+2*x^3-9*x^2-x],
[250823677329,3*x^4+3*x^3-5*x^2-8*x-3],
[250823677329,3*x^4+4*x^3-x^2+x],
[250998423003,x^4+3*x^3-2*x^2-4*x+3],
[251048476872,6*x^4+15*x^3-27*x^2+13*x-2],
[251554408704,3*x^4+2*x^3-2*x^2+1],
[251554408704,3*x^4+4*x^3-2*x-1],
[251579602944,2*x^4+10*x^3+7*x^2-14*x+3],
[251579602944,2*x^4+11*x^3+4*x^2-13*x+4],
[251579602944,2*x^4+15*x^3+9*x^2-x-1],
[251579602944,2*x^4+17*x^3-23*x^2+9*x-1],
